"bedrock","zs","zb","depth","height","velocity:0","velocity:1","velocity:2","Points:0","Points:1","Points:2"
720,0,720,3700.3,0,0,-0,0,0,720,0
677.37,0,677.37,3710.4,0,2.4609,-0.0025544,0,41069,677.37,0
636.33,0,636.33,3704.5,0,4.8169,-0.0049999,0,80609,636.33,0
596.81,0,596.81,3691.3,0,7.3212,-0.0075994,0,1.1868e+05,596.81,0
558.77,0,558.77,3673.4,0,9.6631,-0.01003,0,1.5533e+05,558.77,0
522.14,0,522.14,3651.2,0,11.994,-0.01245,0,1.9062e+05,522.14,0
486.87,0,486.87,3626.1,0,14.261,-0.014803,0,2.246e+05,486.87,0
452.92,0,452.92,3598.1,0,16.52,-0.017148,0,2.5731e+05,452.92,0
420.22,0,420.22,3568.1,0,18.734,-0.019446,0,2.888e+05,420.22,0
388.75,0,388.75,3536.2,0,20.949,-0.021745,0,3.1912e+05,388.75,0
358.45,0,358.45,3502.8,0,23.131,-0.02401,0,3.4832e+05,358.45,0
329.27,0,329.27,3468,0,25.318,-0.02628,0,3.7642e+05,329.27,0
301.18,0,301.18,3432.2,0,27.483,-0.028528,0,4.0349e+05,301.18,0
274.14,0,274.14,3395.3,0,29.656,-0.030783,0,4.2954e+05,274.14,0
248.1,0,248.1,3357.7,0,31.815,-0.033024,0,4.5463e+05,248.1,0
223.03,0,223.03,3319.3,0,33.984,-0.035276,0,4.7878e+05,223.03,0
198.89,0,198.89,3280.3,0,36.149,-0.037522,0,5.0203e+05,198.89,0
175.65,0,175.65,3240.8,0,38.325,-0.039781,0,5.2442e+05,175.65,0
153.28,0,153.28,3200.8,0,40.503,-0.042042,0,5.4597e+05,153.28,0
131.74,0,131.74,3160.5,0,42.694,-0.044317,0,5.6673e+05,131.74,0
111,0,111,3119.9,0,44.894,-0.0466,0,5.8671e+05,111,0
91.031,0,91.031,3079,0,47.11,-0.048901,0,6.0594e+05,91.031,0
71.806,0,71.806,3037.9,0,49.34,-0.051215,0,6.2446e+05,71.806,0
53.296,0,53.296,2996.6,0,51.589,-0.05355,0,6.423e+05,53.296,0
35.475,0,35.475,2955.3,0,53.857,-0.055903,0,6.5947e+05,35.475,0
18.318,0,18.318,2913.8,0,56.147,-0.05828,0,6.7599e+05,18.318,0
1.7983,0,1.7983,2872.3,0,58.46,-0.060681,0,6.9191e+05,1.7983,0
-14.106,0,-14.106,2830.8,0,60.799,-0.06311,0,7.0723e+05,-14.106,0
-29.419,0,-29.419,2789.3,0,63.166,-0.065567,0,7.2198e+05,-29.419,0
-44.162,0,-44.162,2747.8,0,65.564,-0.068055,0,7.3619e+05,-44.162,0
-58.356,0,-58.356,2706.3,0,67.993,-0.070577,0,7.4986e+05,-58.356,0
-72.022,0,-72.022,2664.9,0,70.457,-0.073135,0,7.6303e+05,-72.022,0
-85.18,0,-85.18,2623.6,0,72.959,-0.075731,0,7.757e+05,-85.18,0
-97.848,0,-97.848,2582.4,0,75.499,-0.078368,0,7.8791e+05,-97.848,0
-110.04,0,-110.04,2541.2,0,78.082,-0.081049,0,7.9966e+05,-110.04,0
-121.79,0,-121.79,2500.2,0,80.71,-0.083777,0,8.1097e+05,-121.79,0
-133.09,0,-133.09,2459.3,0,83.385,-0.086554,0,8.2186e+05,-133.09,0
-143.98,0,-143.98,2418.6,0,86.111,-0.089383,0,8.3235e+05,-143.98,0
-154.46,0,-154.46,2377.9,0,88.891,-0.092269,0,8.4245e+05,-154.46,0
-164.55,0,-164.55,2337.4,0,91.728,-0.095213,0,8.5217e+05,-164.55,0
-174.26,0,-174.26,2297.1,0,94.626,-0.098221,0,8.6153e+05,-174.26,0
-183.62,0,-183.62,2256.9,0,97.588,-0.1013,0,8.7054e+05,-183.62,0
-192.62,0,-192.62,2216.8,0,100.62,-0.10444,0,8.7921e+05,-192.62,0
-201.29,0,-201.29,2176.9,0,103.72,-0.10766,0,8.8756e+05,-201.29,0
-209.64,0,-209.64,2137.1,0,106.9,-0.11097,0,8.9561e+05,-209.64,0
-217.68,0,-217.68,2097.4,0,110.17,-0.11436,0,9.0335e+05,-217.68,0
-225.41,0,-225.41,2057.9,0,113.52,-0.11784,0,9.108e+05,-225.41,0
-232.86,0,-232.86,2018.5,0,116.97,-0.12141,0,9.1798e+05,-232.86,0
-240.04,0,-240.04,1979.2,0,120.52,-0.1251,0,9.2489e+05,-240.04,0
-246.94,0,-246.94,1940.1,0,124.17,-0.12889,0,9.3154e+05,-246.94,0
-253.59,0,-253.59,1901,0,127.94,-0.1328,0,9.3795e+05,-253.59,0
-259.99,0,-259.99,1862,0,131.84,-0.13685,0,9.4412e+05,-259.99,0
-266.16,0,-266.16,1823.2,0,135.86,-0.14103,0,9.5005e+05,-266.16,0
-272.09,0,-272.09,1784.3,0,140.03,-0.14536,0,9.5577e+05,-272.09,0
-277.8,0,-277.8,1745.6,0,144.36,-0.14984,0,9.6127e+05,-277.8,0
-283.3,0,-283.3,1706.9,0,148.85,-0.15451,0,9.6657e+05,-283.3,0
-288.6,0,-288.6,1668.2,0,153.53,-0.15936,0,9.7167e+05,-288.6,0
-293.7,0,-293.7,1629.5,0,158.4,-0.16442,0,9.7659e+05,-293.7,0
-298.61,0,-298.61,1590.7,0,163.48,-0.16969,0,9.8132e+05,-298.61,0
-303.33,0,-303.33,1552,0,168.8,-0.17522,0,9.8587e+05,-303.33,0
-307.88,0,-307.88,1513.1,0,174.38,-0.18101,0,9.9025e+05,-307.88,0
-312.26,0,-312.26,1474.2,0,180.24,-0.18709,0,9.9447e+05,-312.26,0
-316.48,0,-316.48,1435.1,0,186.42,-0.19351,0,9.9854e+05,-316.48,0
-320.54,0,-320.54,1395.8,0,192.95,-0.20028,0,1.0024e+06,-320.54,0
-324.45,0,-324.45,1356.3,0,199.87,-0.20746,0,1.0062e+06,-324.45,0
-328.22,0,-328.22,1316.5,0,207.22,-0.2151,0,1.0098e+06,-328.22,0
-331.84,0,-331.84,1276.4,0,215.07,-0.22324,0,1.0133e+06,-331.84,0
-335.33,0,-335.33,1235.9,0,223.48,-0.23197,0,1.0167e+06,-335.33,0
-338.69,0,-338.69,1194.9,0,232.54,-0.24137,0,1.0199e+06,-338.69,0
-341.93,0,-341.93,1153.3,0,242.33,-0.25154,0,1.023e+06,-341.93,0
-345.04,0,-345.04,1111.1,0,253,-0.26262,0,1.0261e+06,-345.04,0
-348.04,0,-348.04,1068.1,0,264.67,-0.27472,0,1.0289e+06,-348.04,0
-350.93,0,-350.93,1024.2,0,277.59,-0.28814,0,1.0317e+06,-350.93,0
-353.7,0,-353.7,979.14,0,291.91,-0.30301,0,1.0344e+06,-353.7,0
-356.38,0,-356.38,932.87,0,308.17,-0.31988,0,1.037e+06,-356.38,0
-358.96,0,-358.96,884.71,0,326.48,-0.33889,0,1.0395e+06,-358.96,0
-361.44,0,-361.44,835,0,348.07,-0.3613,0,1.0418e+06,-361.44,0
-363.83,0,-363.83,782.1,0,372.9,-0.38707,0,1.0441e+06,-363.83,0
-366.13,0,-366.13,727.18,0,404.13,-0.41949,0,1.0464e+06,-366.13,0
-368.34,0,-368.34,666.31,0,441.11,-0.45787,0,1.0485e+06,-368.34,0
-370.47,0,-370.47,602,0,492.78,-0.51151,0,1.0506e+06,-370.47,0
-370.57,0,-370.57,598.64,0,495.77,-0.51461,0,1.0507e+06,-370.57,0
-370.68,0,-370.68,595.11,0,498.61,-0.51756,0,1.0508e+06,-370.68,0
-370.78,0,-370.78,591.46,0,501.78,-0.52085,0,1.0509e+06,-370.78,0
-370.89,0,-370.89,587.75,0,504.9,-0.52409,0,1.051e+06,-370.89,0
-370.99,0,-370.99,584,0,508.22,-0.52753,0,1.0511e+06,-370.99,0
-371.09,0,-371.09,580.24,0,511.55,-0.53099,0,1.0512e+06,-371.09,0
-371.2,0,-371.2,576.46,0,515.02,-0.53459,0,1.0513e+06,-371.2,0
-371.3,0,-371.3,572.68,0,518.52,-0.53822,0,1.0514e+06,-371.3,0
-371.41,0,-371.41,568.9,0,522.12,-0.54197,0,1.0515e+06,-371.41,0
-371.51,0,-371.51,565.11,0,525.78,-0.54576,0,1.0516e+06,-371.51,0
-371.61,0,-371.61,561.3,0,529.51,-0.54963,0,1.0517e+06,-371.61,0
-371.72,0,-371.72,557.48,0,533.3,-0.55357,0,1.0518e+06,-371.72,0
-371.82,0,-371.82,553.63,0,537.17,-0.55758,0,1.0519e+06,-371.82,0
-371.92,0,-371.92,549.76,0,541.1,-0.56166,0,1.052e+06,-371.92,0
-372.03,0,-372.03,545.86,0,545.11,-0.56582,0,1.0521e+06,-372.03,0
-372.13,0,-372.13,541.93,0,549.2,-0.57007,0,1.0522e+06,-372.13,0
-372.24,0,-372.24,537.96,0,553.38,-0.57441,0,1.0523e+06,-372.24,0
-372.34,0,-372.34,533.96,0,557.65,-0.57884,0,1.0524e+06,-372.34,0
-372.44,0,-372.44,529.91,0,562.03,-0.58339,0,1.0525e+06,-372.44,0
-372.55,0,-372.55,525.82,0,566.52,-0.58804,0,1.0526e+06,-372.55,0
-372.65,0,-372.65,521.69,0,571.11,-0.59282,0,1.0527e+06,-372.65,0
-372.75,0,-372.75,517.52,0,575.84,-0.59772,0,1.0528e+06,-372.75,0
-372.86,0,-372.86,513.3,0,580.67,-0.60274,0,1.0529e+06,-372.86,0
-372.96,0,-372.96,509.03,0,585.65,-0.60791,0,1.053e+06,-372.96,0
-373.07,0,-373.07,504.71,0,590.74,-0.61319,0,1.0531e+06,-373.07,0
-373.17,0,-373.17,500.34,0,595.99,-0.61864,0,1.0532e+06,-373.17,0
-373.27,0,-373.27,495.91,0,601.34,-0.62419,0,1.0533e+06,-373.27,0
-373.38,0,-373.38,491.42,0,606.9,-0.62996,0,1.0534e+06,-373.38,0
-373.48,0,-373.48,486.86,0,612.52,-0.6358,0,1.0535e+06,-373.48,0
-373.58,0,-373.58,482.23,0,618.49,-0.64199,0,1.0536e+06,-373.58,0
-373.69,0,-373.69,477.52,0,624.47,-0.6482,0,1.0537e+06,-373.69,0
-373.79,0,-373.79,472.74,0,631.11,-0.65509,0,1.0538e+06,-373.79,0
-373.9,0,-373.9,467.87,0,637.72,-0.66195,0,1.0539e+06,-373.9,0
-374,0,-374,462.96,0,645.67,-0.67021,0,1.054e+06,-374,0
-374.1,0,-374.1,458.03,0,653.35,-0.67818,0,1.0541e+06,-374.1,0
-374.21,0,-374.21,453.2,0,663.6,-0.68882,0,1.0542e+06,-374.21,0
-374.31,0,-374.31,448.57,0,672.28,-0.69783,0,1.0543e+06,-374.31,0
-374.42,0,-374.42,444.35,0,686.39,-0.71247,0,1.0544e+06,-374.42,0
-374.52,0,-374.52,440.55,0,694.67,-0.72106,0,1.0545e+06,-374.52,0
-374.62,0,-374.62,435.29,0,722.29,-0.1672,0,1.0546e+06,-374.62,0
-376.14,0,-373.79,411.35,0,775.73,1.6619,0,1.056e+06,-373.79,0
-377.71,0,-363.54,403.32,0,784.71,7.1121,0,1.0575e+06,-363.54,0
-379.34,0,-355.44,396.15,0,802.01,2.0492,0,1.0591e+06,-355.44,0
-381.03,0,-350.45,388.8,0,818.52,2.831,0,1.0607e+06,-350.45,0
-382.79,0,-344.12,382.43,0,833.26,3.1446,0,1.0624e+06,-344.12,0
-384.62,0,-338.53,376.22,0,848.45,2.3438,0,1.0642e+06,-338.53,0
-386.52,0,-333.37,370.34,0,863.48,2.4371,0,1.066e+06,-333.37,0
-388.49,0,-328.25,364.75,0,878.22,2.2488,0,1.0679e+06,-328.25,0
-390.54,0,-323.46,359.4,0,892.97,2.066,0,1.0699e+06,-323.46,0
-392.67,0,-318.86,354.29,0,907.59,1.9666,0,1.0719e+06,-318.86,0
-394.88,0,-314.45,349.39,0,922.15,1.8339,0,1.0741e+06,-314.45,0
-397.17,0,-310.21,344.68,0,936.67,1.7237,0,1.0763e+06,-310.21,0
-399.56,0,-306.14,340.16,0,951.15,1.623,0,1.0786e+06,-306.14,0
-402.03,0,-302.23,335.81,0,965.61,1.5265,0,1.081e+06,-302.23,0
-404.61,0,-298.45,331.61,0,980.07,1.439,0,1.0834e+06,-298.45,0
-407.28,0,-294.81,327.56,0,994.54,1.357,0,1.086e+06,-294.81,0
-410.05,0,-291.29,323.65,0,1009,1.2806,0,1.0887e+06,-291.29,0
-412.93,0,-287.89,319.88,0,1023.6,1.2095,0,1.0915e+06,-287.89,0
-415.93,0,-284.6,316.22,0,1038.1,1.143,0,1.0943e+06,-284.6,0
-419.03,0,-281.41,312.68,0,1052.8,1.0809,0,1.0973e+06,-281.41,0
-422.26,0,-278.33,309.25,0,1067.4,1.0226,0,1.1004e+06,-278.33,0
-425.62,0,-275.34,305.93,0,1082.2,0.9679,0,1.1037e+06,-275.34,0
-429.1,0,-272.43,302.71,0,1097.1,0.91654,0,1.107e+06,-272.43,0
-432.72,0,-269.62,299.58,0,1112,0.86825,0,1.1105e+06,-269.62,0
-436.48,0,-266.89,296.54,0,1127.1,0.82278,0,1.1141e+06,-266.89,0
-440.38,0,-264.23,293.59,0,1142.2,0.77994,0,1.1179e+06,-264.23,0
-444.43,0,-261.65,290.72,0,1157.5,0.73953,0,1.1218e+06,-261.65,0
-448.64,0,-259.14,287.94,0,1173,0.70138,0,1.1259e+06,-259.14,0
-453.02,0,-256.7,285.23,0,1188.5,0.66534,0,1.1301e+06,-256.7,0
-457.56,0,-254.33,282.59,0,1204.3,0.63126,0,1.1344e+06,-254.33,0
-462.28,0,-252.03,280.03,0,1220.1,0.59902,0,1.139e+06,-252.03,0
-467.18,0,-249.78,277.54,0,1236.2,0.56849,0,1.1437e+06,-249.78,0
-472.27,0,-247.6,275.11,0,1252.4,0.53956,0,1.1486e+06,-247.6,0
-477.55,0,-245.48,272.75,0,1268.9,0.51214,0,1.1537e+06,-245.48,0
-483.04,0,-243.41,270.46,0,1285.5,0.48613,0,1.159e+06,-243.41,0
-488.75,0,-241.4,268.22,0,1302.4,0.46144,0,1.1645e+06,-241.4,0
-494.67,0,-239.44,266.05,0,1319.5,0.43801,0,1.1702e+06,-239.44,0
-500.82,0,-237.54,263.93,0,1336.8,0.41575,0,1.1761e+06,-237.54,0
-507.21,0,-235.68,261.87,0,1354.4,0.39459,0,1.1823e+06,-235.68,0
-513.85,0,-233.88,259.87,0,1372.2,0.37449,0,1.1887e+06,-233.88,0
-520.74,0,-232.12,257.92,0,1390.3,0.35537,0,1.1953e+06,-232.12,0
-527.9,0,-230.42,256.02,0,1408.7,0.33718,0,1.2022e+06,-230.42,0
-535.34,0,-228.76,254.18,0,1427.3,0.31987,0,1.2094e+06,-228.76,0
-543.06,0,-227.14,252.38,0,1446.3,0.30341,0,1.2168e+06,-227.14,0
-551.08,0,-225.58,250.64,0,1465.6,0.28773,0,1.2246e+06,-225.58,0
-559.42,0,-224.05,248.95,0,1485.3,0.2728,0,1.2326e+06,-224.05,0
-568.07,0,-222.57,247.3,0,1505.3,0.25859,0,1.2409e+06,-222.57,0
-577.06,0,-221.13,245.7,0,1525.6,0.24505,0,1.2496e+06,-221.13,0
-586.4,0,-219.73,244.15,0,1546.4,0.23216,0,1.2586e+06,-219.73,0
-596.09,0,-218.38,242.64,0,1567.6,0.21988,0,1.2679e+06,-218.38,0
-606.17,0,-217.06,241.18,0,1589.1,0.20818,0,1.2776e+06,-217.06,0
-616.63,0,-215.79,239.76,0,1611.1,0.19704,0,1.2877e+06,-215.79,0
-627.49,0,-214.55,238.39,0,1633.6,0.18642,0,1.2982e+06,-214.55,0
-638.78,0,-213.35,237.06,0,1656.5,0.17631,0,1.309e+06,-213.35,0
-650.5,0,-212.19,235.77,0,1680,0.16668,0,1.3203e+06,-212.19,0
-662.67,0,-211.07,234.52,0,1703.9,0.1575,0,1.3321e+06,-211.07,0
-675.32,0,-209.98,233.31,0,1728.4,0.14876,0,1.3442e+06,-209.98,0
-688.45,0,-208.93,232.14,0,1753.4,0.14044,0,1.3569e+06,-208.93,0
-702.1,0,-207.91,231.01,0,1779.1,0.13252,0,1.37e+06,-207.91,0
-716.26,0,-206.93,229.93,0,1805.3,0.12499,0,1.3837e+06,-206.93,0
-730.98,0,-205.99,228.87,0,1832.2,0.11781,0,1.3979e+06,-205.99,0
-746.27,0,-205.07,227.86,0,1859.7,0.11099,0,1.4126e+06,-205.07,0
-762.14,0,-204.19,226.88,0,1888,0.10449,0,1.4279e+06,-204.19,0
-778.63,0,-203.35,225.94,0,1916.9,0.098322,0,1.4438e+06,-203.35,0
-795.76,0,-202.53,225.04,0,1946.6,0.092456,0,1.4603e+06,-202.53,0
-813.55,0,-201.75,224.17,0,1977.1,0.086882,0,1.4774e+06,-201.75,0
-832.02,0,-201,223.33,0,2008.4,0.08159,0,1.4952e+06,-201,0
-851.21,0,-200.28,222.53,0,2040.6,0.076565,0,1.5137e+06,-200.28,0
-871.15,0,-199.58,221.76,0,2073.7,0.071798,0,1.5329e+06,-199.58,0
-891.85,0,-198.92,221.02,0,2107.6,0.067278,0,1.5528e+06,-198.92,0
-913.35,0,-198.29,220.32,0,2142.6,0.062993,0,1.5736e+06,-198.29,0
-935.69,0,-197.68,219.64,0,2178.6,0.058935,0,1.5951e+06,-197.68,0
-958.88,0,-197.1,219,0,2215.6,0.055093,0,1.6174e+06,-197.1,0
-982.98,0,-196.55,218.38,0,2253.7,0.051459,0,1.6406e+06,-196.55,0
-1008,0,-196.02,217.8,0,2293,0.048022,0,1.6647e+06,-196.02,0
-1034,0,-195.52,217.24,0,2333.5,0.044777,0,1.6898e+06,-195.52,0
-1061,0,-195.04,216.71,0,2375.2,0.04171,0,1.7158e+06,-195.04,0
-1089,0,-194.58,216.21,0,2418.2,0.038834,0,1.7428e+06,-194.58,0
-1118.2,0,-194.16,215.73,0,2462.6,0.036005,0,1.7709e+06,-194.16,0
-1148.4,0,-193.75,215.27,0,2508.4,0.034007,0,1.8e+06,-193.75,0
720,0,0,3515.3,185.02,0,-0.011554,0,0,905.02,0
677.37,0,0,3524.9,185.52,2.6328,-0.014209,0,41069,862.89,0
636.33,0,0,3519.3,185.23,5.2018,-0.017582,0,80609,821.55,0
596.81,0,0,3506.7,184.57,7.8494,-0.020695,0,1.1868e+05,781.38,0
558.77,0,0,3489.7,183.67,10.353,-0.023115,0,1.5533e+05,742.44,0
522.14,0,0,3468.6,182.56,12.839,-0.025989,0,1.9062e+05,704.7,0
486.87,0,0,3444.8,181.3,15.254,-0.02865,0,2.246e+05,668.17,0
452.92,0,0,3418.2,179.9,17.66,-0.031409,0,2.5731e+05,632.82,0
420.22,0,0,3389.7,178.41,20.015,-0.034093,0,2.888e+05,598.63,0
388.75,0,0,3359.4,176.81,22.367,-0.036836,0,3.1912e+05,565.56,0
358.45,0,0,3327.7,175.14,24.681,-0.039526,0,3.4832e+05,533.59,0
329.27,0,0,3294.6,173.4,26.996,-0.042276,0,3.7642e+05,502.67,0
301.18,0,0,3260.6,171.61,29.286,-0.044984,0,4.0349e+05,472.79,0
274.14,0,0,3225.6,169.77,31.579,-0.047754,0,4.2954e+05,443.9,0
248.1,0,0,3189.8,167.88,33.855,-0.050495,0,4.5463e+05,415.98,0
223.03,0,0,3153.3,165.96,36.138,-0.053298,0,4.7878e+05,388.99,0
198.89,0,0,3116.3,164.01,38.412,-0.056086,0,5.0203e+05,362.91,0
175.65,0,0,3078.7,162.04,40.695,-0.058934,0,5.2442e+05,337.69,0
153.28,0,0,3040.8,160.04,42.977,-0.061782,0,5.4597e+05,313.32,0
131.74,0,0,3002.5,158.02,45.269,-0.06469,0,5.6673e+05,289.76,0
111,0,0,2963.9,155.99,47.567,-0.067611,0,5.8671e+05,266.99,0
91.031,0,0,2925,153.95,49.878,-0.070591,0,6.0594e+05,244.98,0
71.806,0,0,2886,151.89,52.2,-0.073598,0,6.2446e+05,223.7,0
53.296,0,0,2846.8,149.83,54.539,-0.076666,0,6.423e+05,203.13,0
35.475,0,0,2807.5,147.76,56.893,-0.079773,0,6.5947e+05,183.24,0
18.318,0,0,2768.1,145.69,59.268,-0.082944,0,6.7599e+05,164.01,0
1.7983,0,0,2728.7,143.62,61.663,-0.086166,0,6.9191e+05,145.41,0
-14.106,0,0,2689.2,141.54,64.083,-0.089456,0,7.0723e+05,127.43,0
-29.419,0,0,2649.8,139.46,66.528,-0.092809,0,7.2198e+05,110.04,0
-44.162,0,0,2610.4,137.39,69.001,-0.096238,0,7.3619e+05,93.226,0
-58.356,0,0,2571,135.32,71.504,-0.09974,0,7.4986e+05,76.959,0
-72.022,0,0,2531.7,133.25,74.039,-0.10333,0,7.6303e+05,61.223,0
-85.18,0,0,2492.4,131.18,76.61,-0.107,0,7.757e+05,45.999,0
-97.848,0,0,2453.2,129.12,79.219,-0.11076,0,7.8791e+05,31.27,0
-110.04,0,0,2414.2,127.06,81.868,-0.11462,0,7.9966e+05,17.017,0
-121.79,0,0,2375.2,125.01,84.559,-0.11859,0,8.1097e+05,3.2233,0
-133.09,0,0,2336.4,122.97,87.297,-0.12267,0,8.2186e+05,-10.127,0
-143.98,0,0,2297.6,120.93,90.084,-0.12688,0,8.3235e+05,-23.051,0
-154.46,0,0,2259,118.9,92.923,-0.1312,0,8.4245e+05,-35.562,0
-164.55,0,0,2220.6,116.87,95.818,-0.13567,0,8.5217e+05,-47.677,0
-174.26,0,0,2182.2,114.85,98.772,-0.14028,0,8.6153e+05,-59.41,0
-183.62,0,0,2144,112.84,101.79,-0.14504,0,8.7054e+05,-70.774,0
-192.62,0,0,2105.9,110.84,104.87,-0.14998,0,8.7921e+05,-81.782,0
-201.29,0,0,2068,108.84,108.03,-0.15509,0,8.8756e+05,-92.449,0
-209.64,0,0,2030.2,106.85,111.26,-0.16039,0,8.9561e+05,-102.79,0
-217.68,0,0,1992.5,104.87,114.58,-0.16589,0,9.0335e+05,-112.81,0
-225.41,0,0,1955,102.89,117.98,-0.17162,0,9.108e+05,-122.52,0
-232.86,0,0,1917.6,100.92,121.47,-0.17759,0,9.1798e+05,-131.94,0
-240.04,0,0,1880.3,98.961,125.07,-0.18381,0,9.2489e+05,-141.08,0
-246.94,0,0,1843.1,97.003,128.77,-0.19031,0,9.3154e+05,-149.94,0
-253.59,0,0,1806,95.05,132.58,-0.19711,0,9.3795e+05,-158.54,0
-259.99,0,0,1768.9,93.102,136.52,-0.20423,0,9.4412e+05,-166.89,0
-266.16,0,0,1732,91.158,140.59,-0.21171,0,9.5005e+05,-175,0
-272.09,0,0,1695.1,89.217,144.8,-0.21957,0,9.5577e+05,-182.87,0
-277.8,0,0,1658.3,87.279,149.17,-0.22785,0,9.6127e+05,-190.52,0
-283.3,0,0,1621.5,85.343,153.7,-0.2366,0,9.6657e+05,-197.96,0
-288.6,0,0,1584.8,83.408,158.41,-0.24585,0,9.7167e+05,-205.19,0
-293.7,0,0,1548,81.473,163.32,-0.25567,0,9.7659e+05,-212.22,0
-298.61,0,0,1511.2,79.537,168.45,-0.2661,0,9.8132e+05,-219.07,0
-303.33,0,0,1474.4,77.598,173.81,-0.27722,0,9.8587e+05,-225.73,0
-307.88,0,0,1437.5,75.656,179.42,-0.28911,0,9.9025e+05,-232.23,0
-312.26,0,0,1400.4,73.708,185.32,-0.30186,0,9.9447e+05,-238.56,0
-316.48,0,0,1363.3,71.753,191.54,-0.31557,0,9.9854e+05,-244.73,0
-320.54,0,0,1326,69.789,198.1,-0.3304,0,1.0024e+06,-250.75,0
-324.45,0,0,1288.5,67.814,205.05,-0.34644,0,1.0062e+06,-256.64,0
-328.22,0,0,1250.7,65.824,212.44,-0.36396,0,1.0098e+06,-262.39,0
-331.84,0,0,1212.6,63.819,220.33,-0.38306,0,1.0133e+06,-268.02,0
-335.33,0,0,1174.1,61.793,228.77,-0.4042,0,1.0167e+06,-273.54,0
-338.69,0,0,1135.1,59.744,237.86,-0.4274,0,1.0199e+06,-278.95,0
-341.93,0,0,1095.7,57.667,247.69,-0.45358,0,1.023e+06,-284.26,0
-345.04,0,0,1055.6,55.557,258.4,-0.48246,0,1.0261e+06,-289.48,0
-348.04,0,0,1014.7,53.406,270.1,-0.51605,0,1.0289e+06,-294.63,0
-350.93,0,0,973.03,51.212,283.07,-0.55307,0,1.0317e+06,-299.71,0
-353.7,0,0,930.19,48.957,297.43,-0.59836,0,1.0344e+06,-304.75,0
-356.38,0,0,886.23,46.644,313.73,-0.64748,0,1.037e+06,-309.74,0
-358.96,0,0,840.47,44.236,332.09,-0.7132,0,1.0395e+06,-314.72,0
-361.44,0,0,793.25,41.75,353.74,-0.78133,0,1.0418e+06,-319.69,0
-363.83,0,0,743,39.105,378.64,-0.88717,0,1.0441e+06,-324.72,0
-366.13,0,0,690.82,36.359,409.95,-0.98993,0,1.0464e+06,-329.77,0
-368.34,0,0,633,33.316,447.06,-1.1825,0,1.0485e+06,-335.02,0
-370.47,0,0,571.9,30.1,498.89,-1.358,0,1.0506e+06,-340.37,0
-370.57,0,0,568.71,29.932,501.89,-1.3938,0,1.0507e+06,-340.64,0
-370.68,0,0,565.35,29.755,504.75,-1.4466,0,1.0508e+06,-340.92,0
-370.78,0,0,561.89,29.573,507.94,-1.4643,0,1.0509e+06,-341.21,0
-370.89,0,0,558.36,29.388,511.08,-1.4983,0,1.051e+06,-341.5,0
-370.99,0,0,554.8,29.2,514.42,-1.5164,0,1.0511e+06,-341.79,0
-371.09,0,0,551.23,29.012,517.77,-1.5415,0,1.0512e+06,-342.08,0
-371.2,0,0,547.64,28.823,521.25,-1.5592,0,1.0513e+06,-342.37,0
-371.3,0,0,544.05,28.634,524.78,-1.5792,0,1.0514e+06,-342.67,0
-371.41,0,0,540.45,28.445,528.4,-1.5951,0,1.0515e+06,-342.96,0
-371.51,0,0,536.85,28.255,532.07,-1.6116,0,1.0516e+06,-343.25,0
-371.61,0,0,533.24,28.065,535.81,-1.6263,0,1.0517e+06,-343.55,0
-371.72,0,0,529.6,27.874,539.62,-1.6418,0,1.0518e+06,-343.84,0
-371.82,0,0,525.95,27.682,543.49,-1.6576,0,1.0519e+06,-344.14,0
-371.92,0,0,522.28,27.488,547.44,-1.6746,0,1.052e+06,-344.44,0
-372.03,0,0,518.57,27.293,551.46,-1.6929,0,1.0521e+06,-344.73,0
-372.13,0,0,514.84,27.097,555.57,-1.7128,0,1.0522e+06,-345.04,0
-372.24,0,0,511.07,26.898,559.77,-1.734,0,1.0523e+06,-345.34,0
-372.34,0,0,507.26,26.698,564.07,-1.7567,0,1.0524e+06,-345.64,0
-372.44,0,0,503.42,26.496,568.46,-1.7807,0,1.0525e+06,-345.95,0
-372.55,0,0,499.53,26.291,572.97,-1.8058,0,1.0526e+06,-346.26,0
-372.65,0,0,495.61,26.085,577.59,-1.8319,0,1.0527e+06,-346.57,0
-372.75,0,0,491.64,25.876,582.34,-1.8587,0,1.0528e+06,-346.88,0
-372.86,0,0,487.63,25.665,587.2,-1.8863,0,1.0529e+06,-347.19,0
-372.96,0,0,483.58,25.451,592.2,-1.9138,0,1.053e+06,-347.51,0
-373.07,0,0,479.47,25.235,597.32,-1.9425,0,1.0531e+06,-347.83,0
-373.17,0,0,475.32,25.017,602.6,-1.9704,0,1.0532e+06,-348.15,0
-373.27,0,0,471.11,24.795,607.97,-2.0011,0,1.0533e+06,-348.48,0
-373.38,0,0,466.85,24.571,613.56,-2.0306,0,1.0534e+06,-348.81,0
-373.48,0,0,462.52,24.343,619.22,-2.0699,0,1.0535e+06,-349.14,0
-373.58,0,0,458.12,24.112,625.23,-2.1097,0,1.0536e+06,-349.47,0
-373.69,0,0,453.65,23.876,631.28,-2.1802,0,1.0537e+06,-349.81,0
-373.79,0,0,449.1,23.637,637.98,-2.252,0,1.0538e+06,-350.16,0
-373.9,0,0,444.48,23.394,644.74,-2.3998,0,1.0539e+06,-350.5,0
-374,0,0,439.81,23.148,652.8,-2.5136,0,1.054e+06,-350.85,0
